Id,SalePrice
2103,135000
2104,160000
2105,135000
2106,135000
2107,160000
2108,140000
2109,135000
2110,140000
2111,140000
2112,135000
2113,135000
2114,135000
2115,140000
2116,135000
2117,140000
2118,145000
2119,135000
2120,135000
2121,135000
2122,145000
2123,135000
2124,140000
2125,140000
2126,140000
2127,140000
2128,135000
2129,140000
2130,140000
2131,160000
2132,140000
2133,140000
2134,140000
2135,140000
2136,160000
2137,135000
2138,140000
2139,140000
2140,135000
2141,145000
2142,135000
2143,140000
2144,140000
2145,135000
2146,140000
2147,160000
2148,140000
2149,140000
2150,160000
2151,140000
2152,160000
2153,160000
2154,135000
2155,140000
2156,190000
2157,190000
2158,190000
2159,190000
2160,190000
2161,190000
2162,190000
2163,190000
2164,190000
2165,160000
2166,140000
2167,190000
2168,190000
2169,190000
2170,160000
2171,140000
2172,140000
2173,140000
2174,190000
2175,190000
2176,190000
2177,190000
2178,190000
2179,140000
2180,145000
2181,190000
2182,190000
2183,190000
2184,135000
2185,145000
2186,145000
2187,140000
2188,140000
2189,160000
2190,140000
2191,140000
2192,140000
2193,135000
2194,135000
2195,160000
2196,135000
2197,135000
2198,140000
2199,160000
2200,140000
2201,140000
2202,140000
2203,140000
2204,135000
2205,135000
2206,135000
2207,140000
2208,160000
2209,160000
2210,140000
2211,135000
2212,135000
2213,135000
2214,140000
2215,135000
2216,135000
2217,135000
2218,135000
2219,135000
2220,135000
2221,145000
2222,190000
2223,190000
2224,190000
2225,160000
2226,190000
2227,190000
2228,190000
2229,190000
2230,190000
2231,190000
2232,190000
2233,160000
2234,190000
2235,190000
2236,190000
2237,190000
2238,145000
2239,135000
2240,140000
2241,160000
2242,140000
2243,140000
2244,140000
2245,140000
2246,135000
2247,140000
2248,145000
2249,135000
2250,135000
2251,160000
2252,160000
2253,140000
2254,160000
2255,190000
2256,190000
2257,190000
2258,140000
2259,190000
2260,160000
2261,140000
2262,140000
2263,250000
2264,190000
2265,160000
2266,190000
2267,190000
2268,190000
2269,140000
2270,160000
2271,160000
2272,190000
2273,140000
2274,160000
2275,160000
2276,190000
2277,190000
2278,140000
2279,115000
2280,135000
2281,181000
2282,140000
2283,140000
2284,140000
2285,140000
2286,135000
2287,190000
2288,190000
2289,190000
2290,250000
2291,250000
2292,190000
2293,190000
2294,250000
2295,190000
2296,190000
2297,190000
2298,190000
2299,250000
2300,190000
2301,190000
2302,190000
2303,190000
2304,190000
2305,140000
2306,140000
2307,190000
2308,181000
2309,190000
2310,181000
2311,160000
2312,190000
2313,190000
2314,190000
2315,190000
2316,190000
2317,160000
2318,190000
2319,190000
2320,190000
2321,190000
2322,190000
2323,140000
2324,190000
2325,190000
2326,190000
2327,190000
2328,190000
2329,190000
2330,190000
2331,250000
2332,250000
2333,190000
2334,190000
2335,190000
2336,250000
2337,190000
2338,190000
2339,190000
2340,190000
2341,190000
2342,190000
2343,190000
2344,190000
2345,190000
2346,190000
2347,190000
2348,190000
2349,190000
2350,190000
2351,190000
2352,190000
2353,250000
2354,135000
2355,135000
2356,140000
2357,190000
2358,190000
2359,140000
2360,140000
2361,140000
2362,190000
2363,140000
2364,140000
2365,190000
2366,140000
2367,190000
2368,190000
2369,190000
2370,140000
2371,140000
2372,190000
2373,190000
2374,190000
2375,190000
2376,190000
2377,190000
2378,140000
2379,190000
2380,140000
2381,160000
2382,190000
2383,190000
2384,190000
2385,160000
2386,135000
2387,135000
2388,145000
2389,140000
2390,140000
2391,140000
2392,135000
2393,145000
2394,140000
2395,190000
2396,145000
2397,160000
2398,140000
2399,145000
2400,135000
2401,135000
2402,135000
2403,145000
2404,145000
2405,140000
2406,145000
2407,135000
2408,140000
2409,135000
2410,160000
2411,135000
2412,135000
2413,135000
2414,135000
2415,145000
2416,140000
2417,145000
2418,140000
2419,135000
2420,135000
2421,160000
2422,135000
2423,135000
2424,160000
2425,190000
2426,140000
2427,135000
2428,190000
2429,145000
2430,135000
2431,135000
2432,135000
2433,145000
2434,140000
2435,160000
2436,135000
2437,135000
2438,140000
2439,140000
2440,140000
2441,135000
2442,135000
2443,140000
2444,140000
2445,135000
2446,140000
2447,140000
2448,145000
2449,140000
2450,140000
2451,140000
2452,140000
2453,135000
2454,140000
2455,140000
2456,135000
2457,135000
2458,140000
2459,135000
2460,140000
2461,135000
2462,135000
2463,140000
2464,140000
2465,140000
2466,135000
2467,140000
2468,135000
2469,135000
2470,160000
2471,160000
2472,140000
2473,140000
2474,135000
2475,160000
2476,140000
2477,140000
2478,140000
2479,140000
2480,145000
2481,135000
2482,140000
2483,135000
2484,140000
2485,140000
2486,140000
2487,190000
2488,140000
2489,140000
2490,160000
2491,135000
2492,155000
2493,140000
2494,160000
2495,135000
2496,190000
2497,140000
2498,145000
2499,135000
2500,140000
2501,135000
2502,135000
2503,135000
2504,160000
2505,190000
2506,190000
2507,190000
2508,190000
2509,190000
2510,190000
2511,190000
2512,190000
2513,190000
2514,160000
2515,145000
2516,140000
2517,140000
2518,140000
2519,190000
2520,160000
2521,190000
2522,190000
2523,135000
2524,140000
2525,140000
2526,140000
2527,135000
2528,135000
2529,140000
2530,140000
2531,190000
2532,190000
2533,190000
2534,190000
2535,190000
2536,190000
2537,160000
2538,190000
2539,190000
2540,190000
2541,190000
2542,190000
2543,140000
2544,140000
2545,140000
2546,140000
2547,140000
2548,160000
2549,155000
2550,160000
2551,140000
2552,140000
2553,160000
2554,145000
2555,140000
2556,135000
2557,140000
2558,160000
2559,135000
2560,140000
2561,140000
2562,140000
2563,135000
2564,135000
2565,160000
2566,135000
2567,140000
2568,160000
2569,160000
2570,140000
2571,190000
2572,140000
2573,160000
2574,160000
2575,140000
2576,135000
2577,140000
2578,135000
2579,135000
2580,160000
2581,160000
2582,135000
2583,190000
2584,140000
2585,190000
2586,190000
2587,160000
2588,145000
2589,140000
2590,140000
2591,190000
2592,190000
2593,190000
2594,145000
2595,190000
2596,190000
2597,190000
2598,190000
2599,190000
2600,160000
2601,160000
2602,140000
2603,140000
2604,140000
2605,140000
2606,140000
2607,160000
2608,160000
2609,140000
2610,145000
2611,135000
2612,140000
2613,140000
2614,145000
2615,160000
2616,160000
2617,160000
2618,160000
2619,190000
2620,160000
2621,160000
2622,190000
2623,190000
2624,190000
2625,190000
2626,180000
2627,140000
2628,190000
2629,190000
2630,250000
2631,190000
2632,190000
2633,190000
2634,190000
2635,140000
2636,190000
2637,140000
2638,190000
2639,160000
2640,160000
2641,145000
2642,140000
2643,140000
2644,140000
2645,140000
2646,140000
2647,140000
2648,140000
2649,140000
2650,140000
2651,140000
2652,250000
2653,190000
2654,190000
2655,190000
2656,250000
2657,190000
2658,190000
2659,250000
2660,250000
2661,190000
2662,190000
2663,190000
2664,190000
2665,190000
2666,190000
2667,160000
2668,190000
2669,190000
2670,250000
2671,190000
2672,190000
2673,160000
2674,190000
2675,140000
2676,190000
2677,160000
2678,190000
2679,190000
2680,190000
2681,190000
2682,250000
2683,160000
2684,250000
2685,190000
2686,190000
2687,190000
2688,190000
2689,190000
2690,190000
2691,190000
2692,135000
2693,190000
2694,135000
2695,190000
2696,190000
2697,190000
2698,160000
2699,140000
2700,140000
2701,140000
2702,140000
2703,145000
2704,140000
2705,135000
2706,135000
2707,140000
2708,135000
2709,135000
2710,135000
2711,160000
2712,190000
2713,140000
2714,140000
2715,140000
2716,140000
2717,190000
2718,190000
2719,140000
2720,160000
2721,140000
2722,160000
2723,140000
2724,140000
2725,135000
2726,140000
2727,160000
2728,155000
2729,140000
2730,135000
2731,140000
2732,135000
2733,140000
2734,140000
2735,135000
2736,140000
2737,135000
2738,145000
2739,160000
2740,140000
2741,135000
2742,140000
2743,160000
2744,160000
2745,135000
2746,135000
2747,140000
2748,140000
2749,135000
2750,140000
2751,135000
2752,160000
2753,160000
2754,160000
2755,140000
2756,135000
2757,135000
2758,135000
2759,140000
2760,140000
2761,135000
2762,135000
2763,160000
2764,160000
2765,160000
2766,140000
2767,145000
2768,145000
2769,135000
2770,140000
2771,145000
2772,140000
2773,135000
2774,140000
2775,135000
2776,145000
2777,140000
2778,140000
2779,160000
2780,140000
2781,135000
2782,135000
2783,135000
2784,140000
2785,140000
2786,135000
2787,140000
2788,135000
2789,160000
2790,160000
2791,160000
2792,135000
2793,140000
2794,135000
2795,135000
2796,135000
2797,160000
2798,135000
2799,140000
2800,135000
2801,135000
2802,140000
2803,145000
2804,160000
2805,135000
2806,135000
2807,140000
2808,145000
2809,145000
2810,135000
2811,160000
2812,140000
2813,145000
2814,145000
2815,135000
2816,160000
2817,160000
2818,140000
2819,160000
2820,140000
2821,135000
2822,160000
2823,160000
2824,160000
2825,160000
2826,145000
2827,135000
2828,190000
2829,160000
2830,190000
2831,140000
2832,160000
2833,190000
2834,190000
2835,190000
2836,190000
2837,160000
2838,140000
2839,190000
2840,160000
2841,190000
2842,190000
2843,140000
2844,145000
2845,135000
2846,190000
2847,190000
2848,160000
2849,190000
2850,190000
2851,190000
2852,190000
2853,190000
2854,140000
2855,160000
2856,190000
2857,190000
2858,190000
2859,140000
2860,160000
2861,135000
2862,190000
2863,135000
2864,190000
2865,140000
2866,140000
2867,135000
2868,140000
2869,135000
2870,135000
2871,160000
2872,135000
2873,135000
2874,135000
2875,140000
2876,140000
2877,135000
2878,140000
2879,160000
2880,135000
2881,140000
2882,135000
2883,160000
2884,140000
2885,140000
2886,160000
2887,140000
2888,145000
2889,135000
2890,135000
2891,135000
2892,135000
2893,160000
2894,135000
2895,160000
2896,190000
2897,190000
2898,145000
2899,190000
2900,160000
2901,160000
2902,160000
2903,190000
2904,190000
2905,160000
2906,160000
2907,140000
2908,135000
2909,145000
2910,140000
2911,140000
2912,160000
2913,140000
2914,135000
2915,140000
2916,140000
2917,160000
2918,145000
2919,190000
